recipe_id,title,category,ingredients_cleaned
ced0c988458644208e0133ce3e7df1e5,Oseng Tumis Kambing Kecap,kambing,"daging kambing , cabe , bawang merah , bawang putih , serai , daun salam , daun jeruk , garam , kecap manis , bawang goreng , minyak goreng , daging kambing , cabe , bawang merah , bawang putih , serai , daun salam , daun jeruk , garam , kecap manis , bawang goreng , minyak goreng"
9a70954c2cbb4ce7bbd1d13d7a37e81d,Sate Kambing Ala Rumahan,kambing,"daging kambing potong dadu , bawang putih haluskan sejumput garam , nanas halus , merica , bumbu gule instan masak , kecap manis , mentega , tusuk sate , '' lalap '' , cabe rawit , selada , bawang merah , tomat , jeruk nipis"
dacef4a5695e43e298ca057f0f42022c,Tongseng Kambing Goreng,kambing,"daging kambing tulang , cabe rawit , bawang merah , bawang putih , minyak goreng , garam , kecap manis bango"
a1b7bbb08806481e831e9d608745bffc,Kambing Kekinian,kambing,"daging kambing , bawang merah , bawang putih , kecap manis , biji cabe rawit , minyak , air , garam"
5143ca93326f4b78bdbf1bfa74446f2a,Nasi Goreng Kambing,kambing,"nasi , beras putih , santan , serai diambil putih nya geprek , daun salam , garam , kambing , daging kambing , daun salam , air merebus , serai , ambil putihnya , kecap manis , garam , air , minyak goreng , bumbu halus kambing , bawang merah , bawang putih , kunyit dibakar , biji ketumbar , jinten , merica bubuk , bumbu halus nasi goreng , bawang merah , bawang putih , cabai merah , kari bubuk , telur , kocok lepas , garam , merica bubuk , minyak menumis"
44348ffebaca49dd835d74ec79c3d275,Sate Ati Kambing,kambing,"ati kambing , garam , sambel kecap , cabe rawit , bawang merah , tomat , kecap manis"
ffa6e14eb1534f61a97f46648acc8a52,Sup Kambing,kambing,"tetelan kambing tulang , daging kambing potong , bumbu rebus kyu manis , dsalam , serai , djeruk , jeruk nipis , sayur kentang , wortel , kol , buncis potong , bumbu halus merica , bawang putih , pala , air , daun bawang , seledri , bawang goreng , irisan tomat segar , garam"
78eb2cb474e64ea5ab4b646f8dab0e7c,Krengseng Kepala Kambing Lombok Ijo,kambing,"kepala kambing , rebus empuk , bawang putih , bawang merah , lombok ijo , kasar , serai , memarkan , laos , memarkan , jahe , memarkan , kecap manis , garam , gula pasir , air , minyak goreng"
1d202671ee1c49909afe18cecacd01e8,Tongseng Kambing,kambing,"daging kambing , bawang merah , bawang putih , biji cabe rawit , biji cabe merah , merica , kunyit , lengkuas tipis , daun jeruk , gula garam penyedap , air , santan bubuk , tomat , batang daun bawang tipis , kecap manis"
86e3f39b63f84b709a4ffe19c755bb08,Gule Kambing,kambing,"daging kambing , bumbu gule cap bamboe , santan bubuk , gula garam , air , batang daun bawang tipis"
d2185aed9fc54b929636dce5bd0bae68,Sate Kambing Bumbu Kacang,kambing,"daging kambing , jeruk nipis , tusuk sate , kecap manis , bumbu , kacang tanah , bawang putih , kemiri , bawang merah , merica , garam , gula pasir , kecap manis , penyedap"
0b2894f9b1d04df2a1e256a73854da9c,Nasi Goreng Kambing A La Pawon Naylee,kambing,"piring munjung nasi putih , telur ayam , daging kambing rebus , saus pedas , saus tomat , kecap manis , bumbu halus , cabai merah keriting , bawang putih , bawang merah , garam halus , lada , gula pasir , kaldu bubuk ayam , minyak goreng"
bfd4988b846445c085fa20df67c3ea04,Soto Kambing Slow Cooker,kambing,"potong kambing paha , air , butter minyak samin , serai , daun salam , jahe , geprek , lengkuas , geprek , bawang putih powder , onion powder , kunyit , lada , jinten , pala , kayu manis bubuk , cengkeh , cardamon kapolaga , biji ketumbar , garam , gula , kecap manis , santan bubuk , daging , butter , bawang putih powder , biji ketumbar , garam , pelengkap , tomat , potong kotak , batang bawang daun , halus , daun seledri , halus , pickles acar timun , bawang goreng , kerupuk emping , sambal , lemon , kecap manis"
c8b961e64ff24f3596506b81f418c520,Tongseng Kambing Khas Yogya,kambing,"daging kambing direbus bentar ngilangin kotoran , kol , kasar , tomat , potong , garam halus , penyadap , gula merah , kecap manis , minyak , air , bumbu halus , bawang merah , bawang putih , cabe rawit merah , jahe , bumbu , lengkuas , geprek , serai , geprek , daun salam , daun jeruk"
b066408cc4ff4cf7acdbd41e26561ce8,Nasi Kebuli Kambing,kambing,"daging kambing , biji bawang bombai potong dadu , kapulaga india arab , bumbu halus , bawang merah , bawang putih , tomat merah , jahe , bumbu rempah spekuk , saset penyedap sapi , minyak samin menumis minyak goreng , beras jenis pera super , bawang goreng tabur"
e532d6bcd9bd48de8fa3dab82d339a69,Tongseng Kambing,kambing,"daging kambing sbrpa , namanya jg dkasih hehehe tp dikit , porsi , bumbu halus , bawang merah , bawang putih , kemiri , cabe merah , jahe , bumbu , bubuk ketumbar , lada , garam , gula , kecap jgn trlalu bnyak nt semur hehehe , laos dgeprek , serai dgeprek , daun salam , potong kol , tomat , bgks santan kental"
2686bad121d64ce586a0ada4feb77493,Tengkleng Kambing,kambing,"daging kambing+tulang , kecap , gara m , gula penyedap , kaldu bubuk , bumbu halus , bawang merah , bawang putih , kemiri , jahe , cabe rawit , cabe merah , daun jeruk , ladaku , bumbu utuh , kapulaga , pekak , jinten , serai"
179ecb5897634665b6b0d6ec15f3046c,Sate Kambing,kambing,"daging kambing , sejumput garam , sejumput merica , bawang putih , merah , cabe rawit , tomat , jeruk limau , sepotong nanas , kecap"
c4e7753447e641589913fb3a7126fb52,Sate Goreng Kambing Bumbu Ngo Hiong,kambing,"daging kambing sampil , maras kambing , bumbu halus , bawang putih , bawang merah , ketumbar , kemiri , merica , kencur , lengkuas , daun salam , daun jeruk , serai , lirang gula jawa , bumbu ngo hiong , garam , kecap manis , air , pelengkap , kol dirajang halus , timun dirajang , sambal kecap"
b5d212f8d68b4f7ca364cd54b5993dfc,Gulai Kambing,kambing,"daging kambing kaki kambing , serai , bunga lawang , jempol kaki jahe laos , cabe rawit merah , bawang bombai bawang merah , biji bawang putih , kemiri , ketumbar , lada , minyak menumis bumbu , masako , kotak santan kara"
29156ccb2a3649fcafd4d0b1dd5396c5,Tengkleng Iga Kambing,kambing,"iga kambing , santan kental , bumbu halus , biji bawang putih , biji bawang merah , jahe , kunyit , ketumbar , merica , kemiri , biji cabe rawit merah , bs dtmbh diganti cabe kriting , rempah , serai geprek , daun salam , daun jeruk , lengkuas , cengkeh , btg kayu manis , biji tomat potong bs"
ef0d2685d3b840dbaaa24d72aee3fef9,Gule Kambing,kambing,"daging kambing tulang , bumbu halus , bawang putih , bawang merah , kunyit , jahe , biji ketumbar , cengkeh , kayu manis , jinten , bumbu tambahan , daun salam , daun jeruk , laos geprek , serai , gula , garam , penyedap"
36a8a96a62f44fc2bbeff0ddf8d05022,Gulai Tetelan Kambing,kambing,"tulangan kambing , santan dg kekentalan pke blimbing , daun kunyit , daun jeruk , serai digeprek , lengkuas , kayu manis , kapulaga ambil isinya , cengkeh , bunga pekak , garam , gula , bumbu dihaluskan , ketumbar , merica , bawang putih , bawang merah , jinten , kunyit , jahe , kemiri , secuil pala"
90c61375156b493dbd1fa4bedb9f8a4f,Gule Kambing,kambing,"kambing presto empuk , bumbu dihaluskan , laos , jahe , telunjuk kunyit , bawang merah , bawang putih , batang serai , bumbu dimasukkkan , tomat , asam , sm bumbu gule bubuk , sm koya klapa , lt santen , bawang goreng , garam penyedap"
8add1aba46f04dbab3cee03d644bc0cd,Gule Kambing Simple,kambing,"kambing , uda pisahkan tulang daging , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , kemiri , pala , kunir , jahe , kencur , ketumbar , jinten bubuk , lada , bumbu tambahan , daun jeruk , daun salam , laos , geprek , santan kara , gula garam , minyak goreng menumis bumbu halus , kayu manis , serai , geprek"
8f5e89ab014b4b2aa5703be625a7a69f,Sop Iga Kambing Maknyus,kambing,"iga kambing , kayu manis , cengkeh , pala geprek , jahe , bawang bombai , bawang merah , garam , masako sapi sasa , batang daun bawang seledri , bumbu halus , lada butiran , bawang putih , bawang merah , kapulaga , air merebus , bawang merah goreng taburan"
52626f9d18544209bb50f0f83f891e6a,Sate Kambing Enak,kambing,"daging kambing , kecap , minyak , tusuk bambu , sambal , kecap bango , cabe rawit , bawang merah , tomat merah , sejumput garam , sasa"
51a7565fed2c4849988cefb85bc8da13,Kari Kambing,kambing,"iga kambing , kelapa santan , bawang merah , bawang putih , kayu manis , cengkeh , kapulaga , bumbu halus , ketumbar , jinten , marica , cengkeh , kapulaga , cengkeh , cabe merah cabe merah , kunyit , tumbuk kasar , bawang putih , bawang merah , daun kari , cabe kering , margarine menumis"
978199fdf0f645f5a652a3f78bc7d59d,Krengsengan Daging Sapi / Kambing,kambing,"daging sapi kambing , potong potong daging has , petis udang , kecap manis , tomat , potong kotak kotak , cabai hijau , serong , bumbu halus , bawang merah , bawang putih , jahe , merica butiran , cabe merah keriting , gula palem , asam jawa"
13cf06b9da2a41809d7aca3d174f0f45,Tengkleng Kambing,kambing,"iga kambing , kelapa , kemiri , cabe merah , bawang putih , merica bubuk , jahe , bawang merah taburan , penyedap"
63e2d8b525604a4fa91857ecfccc3b32,Gulai Kambing,kambing,"daging kambing , bumbu haluskan , biji bawang merah , biji bawang putih , kunyit panjang montok , jahe montok , daun salam , serai simpulkan geprek , tambahan , batang bawang bombai gede potong dadu , santen kental kelapa , garam , saset penyedap sapi , air merebus , bawang goreng tabur , rempah spekuk"
48bf831dfcfb4c9ab16b3d9f8e33239e,Gulai Kambing,kambing,"daging kambing , hati kambing , tulang iga , larasa gulai , santan , bawang goreng"
d64b110e609b43bdb18cec3f9762a42d,Coconut Milk Oat + Ati Kambing ( Mpasi + ),kambing,"oat bunda pake quaker oats quick cook warna biru , air kaldu kaldu plastik zip , santan , ati kambing cincang halus , sejumput gula garam < yo"
3673e65c639a4964bf10ae9903e1c488,Sate Kambing Dijamin Nagih,kambing,"daging kambing sapi , bumbu bakaran , bawang putih , bawang merah , kunyit , merica , garam , daun jeruk wangi , minyak goreng , kecap , arang , tusuk sate , sambal , tomat , cabe rawit , bawang merah , kecap , merica bubuk , pelengkap , tomat , mentimun , kobis"
38847474ba554126a6f9d9f432ea9605,Tumis Cabe Hijau Pedas Manis Hati N Paru Kambing,kambing,"hati kambing , paru , cabe hijau , cabe rawit , bawang merah , bawang bombai , bulat , lengkuas laos , geprek , minyak wijen , garam gula pasir , gula merah"
a681bca47e4f40559ebed39951bca6ac,Tongseng Kambing Sederhana ( Pakai Santan ),kambing,"daging kambing , daun kol , irisan , tomat , batang daun bawang , bumbu halus , bawang merah , bawang putih , garam , lada , jinten jinten , biji ketumbar , pala bubuk , kapol hijau bentuknya panjang , kemiri digoreng , cabe rawit merah , gula merah manisnya , kecap manis"
14469037a6cb4e6a97e23c0a23931fa4,Kambing Cincang Bungkus Lemak,kambing,"daging kambing muda , sd teh garam , sd teh merica , sd teh ketumbar , bawang putih cincang , sd teh masala , sd teh pastley , lemak kambing usahakan lebar"
1cd2244296f8418a8f92ab4a9905d8f9,Teriyaki Kambing,kambing,"toge , tusuk sate daging kambing mentah abang sate , daun pepaya , nanas pake seperempat diparut , bawang putih halus , teriyaki sauce , sejumput lada putih , sejumput garam , sejumput gula , minyak goreng menumis"
40d9bdef8ae14fe6bff049afaf0e109e,Nasi Kebuli Kambing Nikmat,kambing,"potongan iga kambing domba potong , beras basmati beras india , air , minyak , minyak samin menumis bumbu , minyak samin grill kambing , tomat , bawang bombai cabai hijau , bumbu haluskan , bawang merah , bawang putih , ketumbar , lada , pala , jinten , adas , kunyit '' , bawang bombai potong , tabur , cengkeh , kapulaga gpp , kayu manis , pekak bunga lawang , daun salam , daun jeruk , tambahan , susu plain full cream , garam , kaldu bubuk suka , kismis , cabai hijau , bawang putih , tomat , bawang goreng cek resep , acar nanas & timun cek resep"
3133d4c6e78641a397cdceeb9e384b77,Sop Tulang Iga Kambing,kambing,"tulang iga kambing , wortel , kentang , kol , dipotong , bawang merah , diiris halus , bawang putih , diiris halus , tomat , dipotong , royco sapi , merica bubuk , batang bawang daun , potong , batang seledri , tipis , panci air , garam , minyak goreng"
ac6e0128d80a46daa20b8e958efe7180,Rica Rica Kambing,kambing,"daging kambing , batang serai ambil putihnya , halus , daun salam , daun jeruk tulang , sobek sobek , lengkuas dikeprek , tomat potong dadu , garam , gula , merica , kecap manis suka , bawang bombai suka , cabe rawit potong , minyak menumis , bumbu dihaluskan , cabe merah , cabe rawit , siuang bawang merah , bawang putih , jahe , kemiri"
54bae1a1ac9f4855b2645277de3f8818,Gulai Kambing,kambing,"kambing daging tulang , bawang merah , bawang putih , jahe , lengkuas , serai , cabe merah kering , bubuk kunyit , cengkeh , kayu manis , asam jawa , paket santan instan , air"
7a86641ffe9d4674ba3b0c240b54f8d4,Gule Kambing Super Pedes,kambing,"jeroan kambing , daun jeruk , garam , royko , bumbu gule , jahe , cabe rawit haluskan , santan"
05f3b8a3f9c04776ab8dbdd89e626a1e,Sate Kambing,kambing,"daging kambing , bawang merah , bawang putih , jahe , bubuk ketumbar , bubuk cabe , kacang tanah , kecap manis , asam jawa , daun pepaya , pelengkap , irisan kol , kemangi , kecap manis , tomat potong kotak , bawang merah potong kotak , cabe"
0250d33c12744ec5ab05ca4662380f6a,Kambing Kecap,kambing,"daging kambing , bawang putih , bawang merah , jahe , cabe rawit , kecap , gula , garam"
ac9e44db4abd4695aac3da188fac5ea9,Sup Kuah Asam Manis Iga Kambing ( Bima Saronco Peke ),kambing,"iga kambing , lengkuas , batang serai , jahe , merica ketumbar , bawang putih , bawang merah , blimbing wuluh , tomat ukurang , cabai , garam gula , daun salam , air merebus , minyak menumis bumbu"
88e1da1d0f074b6499bc29cd51343cf2,Kerecek Kambing Ala Mama,kambing,"daging kambing potong , cabe merah , bawang merah , bawang putih , jahe tipis , asam jawa , gandu gula merah diiris tipis , tomat diiris , garam , air"
cc8756f6f9b74e78bf0b6c616f91b067,Quaker Oatmeal Kambing ( Harisah ),kambing,"daging kambing , bawang bombai tipis , bawang merah tipis , bawang putih tipis , jahe belah , pala , santan kelapa kara , bawang putih goreng , garam , merica , quaker oat"
9ff96fbc78c04f7f9c4e0f62d7e7bc14,Sop Kepala Kambing,kambing,"kepala kambing sdah dibersihkan , bawang bombai tipis , bawang merah tipis , bawang putih tipis , jahe belah , biji pala , belimbing sayur , garam , mericah"
e35115217e3648eb8cc444084c009257,Gule Kambing Ala Bustaman,kambing," daging kambing , air , sunkara , serai , daun salam , daun jeruk , cengkeh , kayu manis bubuk krn ga pnya batang , bumbu halus , bawang merah , bawang putih , kemiri disangrai , jinten , kunyit , jahe , lengkuas , bumbu , merica , pala , gula , cabe rawit merah biarkan utuh , kaldu bubuk"
834bace957bf46b6aae614d181eda021,Tongseng Kambing,kambing,"daging kambing , genggam kol potong potong , tomat potong , santan kara , serai memarkan , lengkuas , daun salam , daun jeruk , kecap , air kaldu rebusan daging kambing , gula pasir , garam , kayu manis , bumbu haluskan , bawang merah , bawang putih , kemiri , kunyit , jahe , ketumbar , lada merica , cabe rawit suka pedes , batang daun bawang"
b4ea1cdb14354467912b2a3b7595743e,Asem Garem Daging Kambing,kambing,"daging kambing , bawang putih , bawang merah , serai , lengkuas , daun salam , asam kandis , garam , lada , gula pasir , air , minyak"
528caeefa8404a9da582f94266377c8c,Nasi Kebuli Kambing,kambing,"beras pulen , daging kambing , bawang bombai , kayu manis , kapulaga , santan , daun salam , serai , daun jeruk , cengkeh , bumbu haluskan , bawang putih , bawang merah , jinten , lada , ketumbar , kunyit , jahe"
06337c71fbc94472b700d736047e55ca,Kuah Marak Kambing Ainal,kambing,"kambing muda , bawang daun rajang putihnya , bawang merah , bawang putih , kunyit , jahe , tomat , cengkeh , kapulaga , belimbing sayur"
2bd4ded5f8e14b8e9e075f5b737a5bb7,Sop Tulang Sumsum Kambing,kambing,"tulang sumsum kambing , serai , garam , penyedap , lada , bawang merah tipis goreng , bumbu halus , bawang putih , jahe , cengkeh , pala bulat , pelengkap , wortel , tomat , batang daun bawang , sambel goang"
163a5a1d2e784c0eb8481a54d7207716,Nasi Goreng Kambing,kambing,"bawang merah rajang , bawang putih geprak rajang , tomat rajang , cabe rawit potong serong , atw kecap manis , minyak samin butter , minyak sayur olive oil , nasi putih , mangkuk daging kambing+hati lemaknya potong dadu , air panas , bumbu gulai cap bambo , marica bubuk , garam"
3a6a8d75fe58433fbdf6f7ab1efeda38,Sop Marak Kambing In Slow Cooker,kambing,"iga kambing , tahu putih , potong , bawang bombai , cengkeh , kapulaga , bawang putih powder bawang putih cincang , onion powder , biji ketumbar , jinten , kunyit , jahe , tomat , belah , kayu manis , garam , gula , lada , minyak sayur , lt air"
789dc5d6d91d4a3b810e50cae999cc4f,Redang Kambing Indofood,kambing,"daging kambing , bawang merah , bawang putih , indofood instan rendang , serai geprek , daun salam , daun jeruk , air"
426488b2646c47a69dce74ad7ceda6c3,Gulai Kambing Opojare,kambing,"presto , daging+balungan kambing , air , serai digeprek , daun salam , bumbu halus , bawang putih , bawang merah , merica butiran , ketumbar , jinten , kemiri , lengkuas , jahe , cabai rawit merah , cabai merah , kunyit , pelengkap , santan encer , gula , garam , kaldu bubuk , bawang goreng , daun salam , serai digeprek"
df0cd468fe31474589339cbd545b12ee,Kambing Kecap Saus Mentega Ala Bunda Athaya,kambing,"daging kambing matang , kacang merah rebus , saori saus mentega , kecap manis , paprika , cabai , bawang bombai , bawang putih , garam , merica , gula"
b4ea38a19178466688d8c65a00109ac4,Tengkleng Kepala Kaki Kambing Kecap,kambing,"kepala kambing sepaket dngn kakinya , kecap , cabe rawit setan , kemiri , merica , biji bawang bombai , minyak goreng , garam , royco penyedap , gula pasir , serai , lengkuas , jahe , sasa tmbhkn , daun salam , air"
8e542302a36c4a3c9b4e337b5e4b4840,Sop Kambing Bumbu Rempah,kambing,"daging & tulangan kambing , batang daun bawang , batang daun seledri , daun jeruk , kapulaga , jahe , bawang putih geprek , bawang merah goreng taburan , ladaku , royco sapi , garam , kayu manis , cengkeh , pala , air merebu , jeruk nipis"
32988af92bb54805b63879c6966881cb,Tumis Daging Kambing Jamur,kambing,"daging kambing , jamur , tomat kotak , cabe gede ijo , bawang putih , bawang merah , daun jeruk , daun bawang potong tipis , bawang goreng taburan , merica , saos tiram , kecap manis , gula garam"
431a9ad949a54d8aa8c5ab1212c1278d,Gule Kambing Ala Pesisir,kambing,"daging kambing , potong , air , serai digeprek , asam jawa , bumbu halus , bawang merah , bawang putih , kunyit , lengkuas , cengkeh bubuk , pala , lada , jinten bubuk , biji ketumbar , garam , pelengkap , bawang goreng , jeruk nipis"
5138463988524c1888c0e87c182196f2,Tongseng Kambing Muda Joss,kambing,"daging kambing muda , kubis , santan kara , air panas , merebus daging , daun salam , air , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , merica , ketumbar , kemiri , jahe , kunyit , bumbu , lengkoas memarkan geprek , serai memarkan geprek , daun salam , daun jeruk , garam , gula , kecap manis , minyak goreng menumis , lada koreksi , bumbu pelengkap , bawang merah tipis , goreng , cabe burung rawit potong , tomat potong menyisir"
142346aed7d6404395443cc0aeb6e8c3,Tongseng Kambing ( Sumatra ),kambing,"daging kambing , lada , garam , gula , kecap manis , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , bumbu geprek , jahe , lengkuas , serai , daun salam , daun jeruk , potong bumbu , potong bawang bombai , tomat , kol"
da9de1927f734336b70fd5ebfeb7c4cf,Tongseng Sate Kambing,kambing,"tusuk sate kambing , kol potong , tomat potong , bawang merah kasar , bawang putih kasar , biji cabe rawit , kecap manis , garam , air"
6aa1098d14d74a888fdd50e4fd972a3c,Nasi Goreng Kambing,kambing,"porsi nasi dingin bagus nasi dimasak kemaren , mangkuk daging kari kambing , potong potong kuah , kayu manis , lada , kecapmanis garam , minyak menumis , bumbu halus , bawang merah , bawang putih , cabe merah keriting , cabe rawit merah , kapulaga , jinten , ketumbar , cengkeh , kunyit , pelengkap , bawang merah goreng , acar timun , emping kerupuk"
71ee9e63c7d9495bb0398ad92e247dc0,Nasi Goreng Kambing,kambing,"daging kambing rebus , potong tipis kotak , piring nasi , kecap manis , garam bubuk kayu manis , air , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , kunyit , jinten , kapulaga"
0fbb63b84f0e4e0097eb32c151055bc4,Nasi Goreng Kambing,kambing,"piring nasi , daging kambing potong , dibungkus dgn daun pepaya semlman , bawang merah , bawang putih , jinten , adas , kapulaga , cengkeh , ketumbar , cabe rawit , bawang bombai , pemasak kambing bumbu gulai instant , tangkai daun bawang , kecap manis , telor ayam , merica bubuk"
f7aa0e8aaf1b45889c38f699188169b7,Nasi Goreng Kambing Toge (,kambing,"piring nasi dingin , genggam toge buang akarnya , daging kambing suwir , bumbu halus , bawang putih , bawang merah , kecap manis , lada , garam kaldu bubuk , margarin"
9f6caffab89c4c8fa7718e87929598d5,Kambing Masak Kecap Berkari,kambing,"kambing , bawang bombai , bawang putih , jahe , serai tumbuk , kayu manis , kapulaga , cengkeh , bunga lawang , bumbu curry daging ayam , cabai merah potong , cabai hijau potong , tomat potong , asam keping , kecap manis , gula & perasa , garam"
97073fd8a25449ca8930e8879dda4043,Tongseng Kambing Pedas,kambing,"daging kambing potong dadu , kol potong , tomat potong dadu , cabe rawit hijau buang tangkainya , bumbu , bawang merah tipis , bawang putih tipis , cabe merah serong , cabe keriting merah serong , daun bawang serong , tangkai seledri potong panjang , lengkuas tipis , daun jeruk , bumbu pelengkap , garam , penyedap , gula pasir , air , minyak goreng , merica bubuk , kecap"
572a130cf3834b7085c7ccafbd0c8147,Ungkep Daging Kambing Endesss,kambing,"daging iga kambing , bawang putih , bawang merah , merica , asam jawa , garam , daun salam , serai ambil putihnya , memarkan"
1d678f0e1e1748c384f5df6805a1a871,Gulai Kambing Pedas,kambing,"tulang & daging kambing potong dadu , air , santan , lengkuas dimemarkan , kayu manis , kapulaga , bumbu halus , cabe merah buang bijinya , cabe merah kering direbus , bawang merah , kunyit , jahe , ketumbar , bumbu pelengkap , kaldu bubuk , lada , jinten bubuk , pala"
0008291c2ad146e6a1dba5ad23daaf11,Sop Kambing Ala Gita,kambing,"daging kambing segar , air merebus , pekak bunga lawang berbentuk bintang , bumbu halusnya , bawang putih , lada , jahe , pala , garam , gula pasir , daun jeruk , daun salam"
ae622e3c8a2943a38674ae90f831f0c8,Sayur Asam Iga Kambing,kambing,"iga kambing , tomat , bawang merah , bawang putih , cabai merah , asam jawa , garam , gula"
03c08535e2d44cfe89e82ab4d4fe78bd,Sop Iga Kambing,kambing,"sop , wortel , kupas , tipis , kentang , kupas , potong dadu , daun bawang , memanjang , tomat segar , dadu , jeruk nipis potong serong utuh , mudah diperas , bumbu sop , bawang putih , kupas , haluskan , lada , haluskan , pala , haluskan , garam , air , minyak goreng , menumis bumbu , daging , iga kambing beserta tulang , potong memanjang , jeruk nipis potong serong utuh , mudah diperas , garam , bawang putih , kupas , haluskan , minyak goreng"
05f4c36ae7204145a94379fd30be0824,Tengkleng Kambing,kambing,"daging kambing ato tulang & jerohan , santan cair , air , bumbu halus , bonggol bawang putih , bawang merah , cabe merah , cabe rawit merah , kemiri sebentar , ketumbar , kunyit , jahe , merica , rempah , serai geprek , daun jeruk , daun salam , cengkeh , kayu manis , klabet diskip , pekak bunga lawang diskip , lengkuas , garam+gula jawa+penyedap"
08ae146280e94b8bbcef259ee61933fe,Sate Kambing,kambing,"daging kambing lemaknya , nanas potong , bumbu marinated , garam , kecap manis , minyak goreng , merica bubuk , jeruk nipis , bumbu olesan , garam , kecap manis , minyak goreng"
317420b8ff2b438b8df488d10de9bcb8,Gulai /Gule Kambing ( Tengkleng ) Ala Semarang,kambing,"daging kambing tengkleng hehe , santan kental sun kara +air , garam , gula , kaldu bubuk , merica bubuk , pala , > > bumbu halus , bawang merah , bawang putih , kemiri digoreng , jinten , kunyit & dikupas kulitnya , jahe dikupas , lengkuas dikupas , biji ketumbar , > > bumbu cemplung , kayu manis bubuk kayu manis , cengkeh , daun jeruk , daun salam , serai serai digeprek , cabe rawit merah utuh"
b5717509cdeb4e73ac0f2cdfa7eb1465,Nasi Goreng Kambing Gila,kambing,"piring nasi , bawang merah tipis , bawang putih tipis , cabe merah kriting tipis melintang , garam , biji ketumbar , jinten , penyedap suka , tusuk sate kambing , sosis tipis , telur kocok lepas , kecap manis , minyak mentega"
5fe79f2875af43a7b6b3d51034ef7b9e,Sop Tetelan Kambing,kambing,"tetelan kambing , wortel , kentang , bawang putih , bunga kol , bawang bombai , daun bawang , seledri , bawang goreng , minyak zaitun minyak sayur , air merebus , garam , merica , micin bolek , magic lezat , gula"
eb9b18808eb14559a5363fa0a20974a0,Tongseng Kambing,kambing,"daging kambing tulang jg lemak , bgkus santan kara , daun jeruk , serai memarkan , daun salam , gula pasir , cabai rawit utuh , kol tipis , tomat kotak , bumbu halus , bawang merah , bawang putih , ketumbar , merica , kemiri , kunyit , jahe ptong tipis , sejumput garam , cengkeh pala kalo ak , pelengkap , cabe kriting ptong serong"
fec601698071445b909e5677fc1b6249,Sup Kambing Empuk Berbau Nikmat,kambing,"tulang kambing iga , bonggol brokoli , wortel , kentang , buncis , tomat , cabe rawit , daun salam , daun jeruk , jahe , bawang putih , cengkeh , kapulaga , bunga lawang , daun bawang seledri , bawang merah digoreng taburan , minyak menumis , garam , gula , penyedap , air , bumbu halus , bawang putih , lada putih"
24398997b7e9498ea076ba7b2beac5f9,Jeroan Kambing Berbumbu,kambing,"daging kambing isi , babat kambing , jeroan kambing , klo ditimbang , cuka , garam , sejumput gula penyedap , air , minyak menumis bumbu halus , bumbu halus , bawang merah , bawang putih , cabai merah , kunyit , lengkuas , serai"
a11c52cf75fa4bdba6e7d6e251408358,Gulai Kambing,kambing,"kambing daging +gia , bawang merah , bawang putih , genggam cabe merah , kemiri , kunyit jahe , garam gula merica , seraidaun jeruk secukup nyapalacengkehadas"
5569e43b53bb4ca3bc05a0a4dd135bd5,Tongseng Kambing Ala Bunda Jk,kambing,"daging kambing muda , tomat pottong dadu , kol bulatan , batang daun bawang , cabe rawit merah pedas dg , cabe merah keriting , bawang putih , bawang merah , kemiri , jinten , kunyit , jahe , ketumbar , merica , daun jeruk , daun salam , serai , kecap manis , garam , gula sbg penyeimbang"
dc6ca5c205c34617b48a3baf5b8a13f0,Tongseng Kambing Ala Solo,kambing,"kambing muda , potong , ltr air kelapa , cabe rawit , serong , btg daun bawang , serong , tomat mengkal , buang isinya , potong kotak , bawang merah , tipis , daun jeruk , daun salam , serai , lengkuas laos , geprek , kecap manis , kecap asin , garam merica , bumbu halus , bawang merah , bawang putih , kunyit , jahe , cabe rawit , cabe merah"
0b4807b0035844af9aa1142cba012ffa,Sop Tulang Kambing Lunak,kambing,"tulang kambing , wortel , daun bawang , sledri , bumbu bumbu , bawang merah , bawang putih , lada , pala , kemiri"
6f315ea656c44892af03a98720c74965,Oseng Kepala Kambing,kambing,"kepala kambing , cabe merah , cabe hijau , papan pete , tomat hijau , bawang putih , bawang merah , biji merica , biji ketumbar , daun salam , lengkuas , garam , penyedap , kecap"
948c49fe5d7f4c79a255d4896afb6645,Sop Iga Kambing Sehat No Msg,kambing,"iga kambing rebus empuk campur daun salam , wortel , kentang , bawang merah , kayu manis , cengkeh , serai , jahe , daun salam , tomat , daun bawang , bawang goreng , garam gula , bumbu halus lbh suka diulek lbh meresap , biji lada , pala , bubuk ketumbar , bawang putih , kapulaga"
7716da5792304e20b97eedab192f7369,Kaldu Kambing Sapi / Ayam,kambing,"jahe , serai , bawang putih bawang merah , merica paala , kacang hijau , daging kambing sapi ayam , air , batang prei , batang seledri , minyak menumis , garam gula"
